External_ID,Molecule SMILES,First Sample Reg. Date,SAU Gyr IC50 (µM),SAU Gyr Ki (µM),Sau516 MIC (µg/ml),Sau516  MIC (µM),Mean Human Prot binding (% free),Mean LogD,Determination of pKa HA1,Determination of pKa HA2,Determination of pKa B1,Determination of pKa B2,Sirius pKa
AZ1909,CCC(CC)N1CCN(CC1)c2cnc(cn2)c3c(sc(n3)N4CC[C@H]([C@H](C4)OC)NC(=O)c5c(c(c([nH]5)C)Cl)Cl)C(=O)O,1/21/2009,0.00442,,,0.78,<1,>2.5,,,,,
AZ1910,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCNCC5,1/21/2009,<0.0339,,,>1.972,1.25,1.87,,,,,
AZ1911,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCNCC5)Cl)Cl,1/27/2009,0.00671,,,0.39,1.5,1.74,,,,,
AZ1912,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)CC6CCCN(C6)C)Cl)Cl,2/4/2009,0.00206,,,0.098,3.4,2.36,,,,,
AZ1913,CCN(CC)CCN1CCN(CC1)c2cnc(cn2)c3c(sc(n3)N4CC[C@H]([C@H](C4)OC)NC(=O)c5c(c(c([nH]5)C)Cl)Cl)C(=O)O,2/4/2009,0.00126,,0.25,0.1577,2.386,1.747,,,,,11.98; 5.47; 3.39
AZ1914,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCCCC5)Cl)Cl,2/4/2009,0.0045,,,0.39,<1,>3,,,,,
AZ1915,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCOCC5)Cl)Cl,2/4/2009,0.00271,,,<0.2,<1,>3,,,,,
AZ1916,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)C)Cl)Cl,2/4/2009,0.00242,,,0.39,<1,>3,,,,,
AZ1917,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)CC(C)C)Cl)Cl,2/4/2009,0.00328,,,0.39,<1,>2.5,,,,,
AZ1918,CCC(CC)N1CCN(CC1)c2cnc(cn2)c3c(sc(n3)N4CC[C@H]([C@H](C4)C)NC(=O)c5c(c(c([nH]5)C)Cl)Cl)C(=O)O,2/4/2009,0.00462,,,0.78,<1,>3,,,,,
AZ1919,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)CC(C)C,2/4/2009,0.00164,,,<0.2,<1,>2.5,,,,,
AZ1920,CCC(CC)N1CCN(CC1)c2cnc(cn2)c3c(sc(n3)N4CC[C@H]([C@H](C4)OCC)NC(=O)c5c(c(c([nH]5)C)Cl)Cl)C(=O)O,2/4/2009,0.00154,,,0.39,<1,>3,,,,,
AZ1921,CCN1CCN(CC1)c2cnc(cn2)c3c(sc(n3)N4CC[C@H]([C@H](C4)OCC)NC(=O)c5c(c(c([nH]5)C)Cl)Cl)C(=O)O,2/4/2009,0.00136,,,0.098,1,>3,,,,,
AZ1922,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)CC6CCCO6,2/4/2009,0.00119,,,<0.2,<1,>2.5,,,,,
AZ1923,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCN5CCN(CC5)C)Cl)Cl,2/12/2009,0.00115,,0.25,<0.3395,2.7,1.997,,,,,11.51; 7.23; 5.26; 2.74
AZ1924,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCOC)Cl)Cl,2/12/2009,0.00314,,,<0.2,NV,>3,,,,,
AZ1925,CCN1CCN(CC1)c2cnc(cn2)c3c(sc(n3)N4CC[C@H]([C@H](C4)C)NC(=O)c5c(c(c([nH]5)C)Cl)Cl)C(=O)O,2/12/2009,0.00263,,,0.39,<1,>3,,,,,
AZ1926,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)CCO)Cl)Cl,2/12/2009,0.00296,,,<0.2,<1,>3,,,,,
AZ1927,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)CC6CCCO6)Cl)Cl,2/12/2009,0.00405,,,0.39,<1,>2.5,,,,,
AZ1928,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCN5CCN(CC5)C,2/12/2009,0.00112,,,<0.2,2.6,2.27,,,,,
AZ1929,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)CC6CCCCC6,2/12/2009,0.00266,,,0.78,<1,>3,,,,,
AZ1930,CCN(CC)CCN1CCN(CC1)c2cnc(cn2)c3c(sc(n3)N4CC[C@H]([C@H](C4)OCC)NC(=O)c5c(c(c([nH]5)C)Cl)Cl)C(=O)O,2/12/2009,0.00109,,,0.098,2.9,2.26,,,,,
AZ1931,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCN5CCCC5=O)Cl)Cl,2/18/2009,0.00576,,,0.39,<1,>3,,,,,
AZ1932,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCN5CCOCC5)Cl)Cl,2/18/2009,0.00679,,,0.39,<1,>3,,,,,
AZ1933,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCN(C)C)Cl)Cl,2/18/2009,0.0041,,,0.78,1.9,1.77,,,,,
AZ1934,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)CC6CCCCC6)Cl)Cl,2/18/2009,0.00714,,,3.13,<1,>2.5,,,,,12.05; 7.85; 5.24
AZ1935,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN[C@@H](C5)C)Cl)Cl,2/18/2009,0.00525,,,0.78,1.2,2.16,,,,,
AZ1936,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCN5CCNC5=O)Cl)Cl,2/26/2009,0.00354,,,0.39,<1,2.38,,,,,
AZ1937,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cc(cnc3)C(=O)O)n4ccc(n4)C(F)(F)F,3/25/2009,0.0048,,,>25,11.6,-0.99,,,,,
AZ1938,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)CCO)Cl)Cl,4/17/2009,0.00154,,,0.047,2,>2.5,,,,,
AZ1939,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCN5CCOCC5,4/17/2009,0.00215,,,0.047,<1,>3,,,,,
AZ1940,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCN(C)C,4/17/2009,0.00101,,,0.19,<1,2.23,,,,,
AZ1941,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCN5CCNC5=O)Cl)Cl,4/24/2009,0.000975,,,<0.2793,2.3,1.73,,,,,
AZ1942,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCCCC5,4/24/2009,0.0016,,,0.098,<1,>3,,,,,
AZ1943,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCOCC5,4/24/2009,0.000613,,,<0.395,<1,>3,,,,,
AZ1944,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)C,4/24/2009,0.00127,,,<0.2793,<1,>3,,,,,
AZ1945,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN[C@@H](C5)C,4/24/2009,0.000672,,,<0.5604,<1,2.03,,,,,
AZ1946,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCN5CCOCC5)Cl)Cl,4/30/2009,0.000836,,,0.09899,1.3,2.12,,,,,
AZ1947,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)CC6CCCN(C6)C,4/30/2009,0.00109,,,0.39,,,,,,,
AZ1948,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cc(cnc3)C(=O)NC)n4ccc(n4)C(F)(F)F,5/6/2009,0.0112,,,6.25,14.9,2.21,,,,,
AZ1949,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCNCC5)Cl)Cl,5/6/2009,0.00107,,,0.14,1.9,1.5,,,,,
AZ1950,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)NC(COC)COC)Cl)Cl,5/6/2009,0.00179,,,<0.06928,NV,>3,,,,,
AZ1951,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN[C@@H](C5)C)Cl)Cl,5/6/2009,0.00157,,,0.1955,1.7,1.91,,,,,
AZ1952,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCOC,5/6/2009,0.00168,,,0.09899,<1,>3,,,,,
AZ1953,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCN5CCNC5=O,5/6/2009,0.0268,,,0.098,<1,>3,,,,,
AZ1954,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)CCO,5/6/2009,0.00107,,,<0.06928,<1,2.43,,,,,
AZ1955,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCN(C)C)Cl)Cl,5/15/2009,0.00164,,,0.39,2.8,1.56,,,,,
AZ1956,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)CC6CCCCC6)Cl)Cl,5/15/2009,0.00158,,,0.39,<1,>2.5,,,,,
AZ1957,CCN1CCN(CC1)c2cnc(cn2)c3c(sc(n3)N4CC[C@H]([C@H](C4)OC)NC(=O)c5c(c(c([nH]5)C)Cl)Cl)C(=O)O,5/15/2009,0.00166,,,0.049,<1,>3,,,,,
AZ1958,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)N5CCN(CC5)CC6CCCN(C6)C)Cl)Cl,5/15/2009,0.00432,,,0.78,<1,2.15,,,,,
AZ1959,CCN(CC)CCN1CCN(CC1)c2cnc(cn2)c3c(sc(n3)N4CC[C@H]([C@H](C4)C)NC(=O)c5c(c(c([nH]5)C)Cl)Cl)C(=O)O,5/15/2009,0.00634,,,0.78,1.2,2.14,,,,,
AZ1960,CCO[C@H]1CN(CC[C@H]1NC(=O)c2c(c(c([nH]2)C)Cl)Cl)c3nc(c(s3)C(=O)O)c4cnc(cn4)NC(COC)COC,5/15/2009,0.00134,,,0.1382,<1,>3,,,,,
AZ1961,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)NC(COC)COC)Cl)Cl,5/21/2009,0.00525,,,0.2,<1,>3,,,,,
AZ1962,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)OCCN(C)C)Cl)Cl,5/21/2009,0.0015,,0.13,0.1952,3.79,0.8033,2.17,11.83,8.47,4.36,11.82; 8.74; 4.16
AZ1963,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cc(cnc3)c4n[nH]c(=O)o4)n5ccc(n5)C(F)(F)F,5/21/2009,0.000811,,0.354,0.395,4.6,1.645,,,,,
AZ1964,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2C)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCCN5CCN(CC5)C)Cl)Cl,5/29/2009,0.00436,,,0.78,<1,>3,,,,,11.74; 8.20; 5.33; 3.13
AZ1965,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nccc(n4)N5CCCCC5)Cl)Cl,5/29/2009,0.00156,,,0.2,<1,>3,,,,,
AZ1966,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)OCCN5CCN(CC5)C)Cl)Cl,5/29/2009,0.00167,,0.18,0.2,2.3,0.91,,,,,11.81; 8.31; 4.43; 2.76
AZ1967,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nccc(n4)N5CCOCC5)Cl)Cl,6/11/2009,0.00367,,,0.39,2.5,1.9,,,,,
AZ1968,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)OCCN5CCCC5)Cl)Cl,6/11/2009,0.000807,,,0.14,1.5,0.93,,,,,
AZ1969,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)OCCC5CCN(CC5)C)Cl)Cl,6/18/2009,0.00123,,,0.39,1.4,0.93,,,,,
AZ1970,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nccc(n4)N5CCN(CC5)C)Cl)Cl,7/10/2009,0.00274,,,1.56,4,1.43,,,,,
AZ1971,CCN1CCN(CC1)c2ccnc(n2)c3c(sc(n3)N4CC[C@H]([C@H](C4)OC)NC(=O)c5c(c(c([nH]5)C)Cl)Cl)C(=O)O,7/10/2009,0.000596,,,0.78,2.8,2.26,,,,,
AZ1972,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4nccc(n4)N5CCN(CC5)CC(C)C)Cl)Cl,7/22/2009,0.00144,,,0.39,<1,>3,,,,,
AZ1973,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cc(cnc3)C#N)n4ccc(n4)C(F)(F)F,8/7/2009,0.0229,,,3.13,8.9,2.62,,,,,
AZ1974,CCCNC(=O)c1cc2c(c(cnc2[nH]1)c3cc(cnc3)C(=O)O)n4ccc(n4)C(F)(F)F,8/13/2009,0.0575,,,>25,7.6,-0.79,,,,,
AZ1975,Cc1c(c(c([nH]1)C(=O)N[C@@H]2CCN(C[C@@H]2OC)c3nc(c(s3)C(=O)O)c4cnc(cn4)NCC5CN6CCN5CC6)Cl)Cl,8/21/2009,0.000986,,,0.39,2.9,1.33,,,,,12.13; 8.28; 5.32; 2.30
AZ1976,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cc(cnc3)C(=O)N)n4ccc(n4)C(F)(F)F,8/28/2009,0.00904,,,25,36.2,1.81,,,,,
AZ1977,c1cn(nc1C(F)(F)F)c2c3cc([nH]c3ncc2c4cc(cnc4)C(=O)O)C(=O)NC5CC5,9/4/2009,0.0385,,,>25,NV,-0.98,,,,,
AZ1978,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cc(c(nc3)OC)c4n[nH]c(=O)o4)n5ccc(n5)C(F)(F)F,9/11/2009,0.00369,,,0.78,10.45,2.32,,,,,
AZ1979,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cc(cnc3)C(=O)O)n4c(cc(n4)C(F)(F)F)C,9/17/2009,0.133,,,>25,45.2,-0.88,,,,,
AZ1980,CC(C)NC(=O)c1cc2c(c(cnc2[nH]1)c3cc(cnc3)C(=O)O)n4ccc(n4)C(F)(F)F,10/1/2009,0.147,,,>25,22.7,-0.62,,,,,
AZ1981,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cc(cnc3OC)c4n[nH]c(=O)o4)n5ccc(n5)C(F)(F)F,11/4/2009,0.00181,,,0.098,NV,2.91,,,,,
